Load address: $F400 Init address: $F400 Play address: $F52B
Calling initroutine with subtune 0
Calling playroutine for 2650 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   852 | 0500 (+ 0010) .. .... 3E6 | 2110 (B-4 BB) .. .... 6D4 | 2288 (- 001C) .. .... 7BA | .... .. ... . |
|   853 | 04F0 (- 0010) .. .... 3A0 | 2140 (+ 0030) .. .... 698 | ....  ... ..  .. .... 800 | .... .. ... . |
|   854 | 04E0 (- 0010) .. .... 35A | 2110 (- 0030) .. .... 65C | 22A4 (+ 001C) .. .... 7BA | .... .. ... . |
|   855 | 04D0 (- 0010) .. .... 314 | 20E0 (- 0030) .. .... 620 | 22C0 (+ 001C) .. .... 774 | .... .. ... . |
|   856 | 04C0 (- 0010) .. .... 2CE | 20B0 (- 0030) .. .... 5E4 | 2118 (B-4 BB) .. .... 72E | .... .. ... . |
|   857 | ....  ... ..  .. .... 314 | 2080 (- 0030) .. .... 620 | 2150 (+ 0038) .. .... 6E8 | .... .. ... . |
|   858 | 04D0 (+ 0010) .. .... 35A | ....  ... ..  .. .... 65C | 2118 (- 0038) .. .... 72E | .... .. ... . |
|   859 | 04E0 (+ 0010) .. .... 3A0 | 20B0 (+ 0030) .. .... 698 | 20E0 (- 0038) .. .... 774 | .... .. ... . |
|   860 | 04F0 (+ 0010) .. .... 3E6 | 20E0 (+ 0030) .. .... 6D4 | 20A8 (- 0038) .. .... 7BA | .... .. ... . |
|   861 | 0500 (+ 0010) .. .... 42C | 2110 (+ 0030) .. .... 710 | 2070 (- 0038) .. .... 800 | .... .. ... . |
|   862 | 04F0 (- 0010) .. .... 472 | 2140 (+ 0030) .. .... 74C | ....  ... ..  .. .... 7BA | .... .. ... . |
|   863 | 04E0 (- 0010) .. .... 4B8 | 2110 (- 0030) .. .... 788 | 20A8 (+ 0038) .. .... 774 | .... .. ... . |
|   864 | 04D0 (- 0010) .. .... 4FE | 1D60 (A-4 B9) .. .... 7C4 | 20E0 (+ 0038) .. .... 72E | .... .. ... . |
|   865 | 04C0 (- 0010) .. .... 544 | 1D30 (- 0030) .. .... 800 | 2118 (+ 0038) .. .... 6E8 | .... .. ... . |
|   866 | ....  ... ..  .. .... 58A | 1D00 (- 0030) .. .... 7C4 | 2150 (+ 0038) .. .... 72E | .... .. ... . |
|   867 | 04D0 (+ 0010) .. .... 5D0 | ....  ... ..  .. .... 788 | 2118 (- 0038) .. .... 774 | .... .. ... . |
|   868 | 04E0 (+ 0010) .. .... 616 | 1D30 (+ 0030) .. .... 74C | 1D60 (A-4 B9) .. .... 7BA | .... .. ... . |
|   869 | 04F0 (+ 0010) .. .... 65C | 1D60 (+ 0030) .. .... 710 | 1D28 (- 0038) .. .... 800 | .... .. ... . |
|   870 | 0500 (+ 0010) .. .... 6A2 | 1D90 (+ 0030) .. .... 6D4 | 1CF0 (- 0038) .. .... 7BA | .... .. ... . |
|   871 | 04F0 (- 0010) .. .... 6E8 | 1DC0 (+ 0030) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   872 | 04E0 (- 0010) .. .... 72E | 1D90 (- 0030) .. .... 65C | 1D28 (+ 0038) .. .... 72E | .... .. ... . |
|   873 | 04D0 (- 0010) .. .... 774 | 1D60 (- 0030) .. .... 620 | 1D60 (+ 0038) .. .... 6E8 | .... .. ... . |
|   874 | 04C0 (- 0010) .. .... 7BA | 1D30 (- 0030) .. .... 5E4 | 1D98 (+ 0038) .. .... 72E | .... .. ... . |
|   875 | ....  ... ..  .. .... 800 | 1D00 (- 0030) .. .... 620 | 1DD0 (+ 0038) .. .... 774 | .... .. ... . |
|   876 | 04D0 (+ 0010) .. .... 7BA | 19B0 (G-4 B7) .. .... 65C | 1D98 (- 0038) .. .... 7BA | .... .. ... . |
|   877 | 04E0 (+ 0010) .. .... 774 | 19E0 (+ 0030) .. .... 698 | 1D60 (- 0038) .. .... 800 | .... .. ... . |
|   878 | 04F0 (+ 0010) .. .... 72E | 1A10 (+ 0030) .. .... 6D4 | 1D28 (- 0038) .. .... 7BA | .... .. ... . |
|   879 | 0500 (+ 0010) .. .... 6E8 | 1A40 (+ 0030) .. .... 710 | 1CF0 (- 0038) .. .... 774 | .... .. ... . |
|   880 | 04F0 (- 0010) .. .... 6A2 | 1A70 (+ 0030) .. .... 74C | 19A0 (G-4 B7) .. .... 72E | .... .. ... . |
|   881 | 04E0 (- 0010) .. .... 65C | 1A40 (- 0030) .. .... 788 | 19D8 (+ 0038) .. .... 6E8 | .... .. ... . |
|   882 | 04D0 (- 0010) .. .... 616 | 1A10 (- 0030) .. .... 7C4 | 1A10 (+ 0038) .. .... 72E | .... .. ... . |
|   883 | 04C0 (- 0010) .. .... 5D0 | 19E0 (- 0030) .. .... 800 | 1A48 (+ 0038) .. .... 774 | .... .. ... . |
|   884 | ....  ... ..  .. .... 58A | 19B0 (- 0030) .. .... 7C4 | 1A80 (+ 0038) .. .... 7BA | .... .. ... . |
|   885 | 04D0 (+ 0010) .. .... 544 | ....  ... ..  .. .... 788 | 1A48 (- 0038) .. .... 800 | .... .. ... . |
|   886 | 04E0 (+ 0010) .. .... 4FE | 19E0 (+ 0030) .. .... 74C | 1A10 (- 0038) .. .... 7BA | .... .. ... . |
|   887 | 04F0 (+ 0010) .. .... 4B8 | 1A10 (+ 0030) .. .... 710 | 19D8 (- 0038) .. .... 774 | .... .. ... . |
|   888 | 0500 (+ 0010) .. .... 472 | 1A40 (+ 0030) .. .... 6D4 | 19A0 (- 0038) .. .... 72E | .... .. ... . |
|   889 | 04F0 (- 0010) .. .... 42C | 1A70 (+ 0030) .. .... 698 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|   890 | 04E0 (- 0010) .. .... 3E6 | 1A40 (- 0030) .. .... 65C | 19D8 (+ 0038) .. .... 72E | .... .. ... . |
|   891 | 04D0 (- 0010) .. .... 3A0 | 1A10 (- 0030) .. .... 620 | 1A10 (+ 0038) .. .... 774 | .... .. ... . |
|   892 | 04C0 (- 0010) .. .... 35A | 19E0 (- 0030) .. .... 5E4 | 1A48 (+ 0038) .. .... 7BA | .... .. ... . |
|   893 | ....  ... ..  .. .... 314 | 19B0 (- 0030) .. .... 620 | 1A80 (+ 0038) .. .... 800 | .... .. ... . |
|   894 | 04D0 (+ 0010) .. .... 2CE | ....  ... ..  .. .... 65C | 1A48 (- 0038) .. .... 7BA | .... .. ... . |
|   895 | 04E0 (+ 0010) .. .... 314 | 19E0 (+ 0030) .. .... 698 | 1A10 (- 0038) .. .... 774 | .... .. ... . |
|   896 | 04F0 (+ 0010) .. .... 35A | 1D60 (A-4 B9) .. .... 6D4 | 19D8 (- 0038) .. .... 72E | .... .. ... . |
|   897 | 0500 (+ 0010) .. .... 3A0 | 1D90 (+ 0030) .. .... 710 | 19A0 (- 0038) .. .... 6E8 | .... .. ... . |
|   898 | 04F0 (- 0010) .. .... 3E6 | 1DC0 (+ 0030) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   899 | 04E0 (- 0010) .. .... 42C | 1D90 (- 0030) .. .... 788 | 19D8 (+ 0038) .. .... 774 | .... .. ... . |
|   900 | 04D0 (- 0010) .. .... 472 | 1D60 (- 0030) .. .... 7C4 | 1D60 (A-4 B9) .. .... 7BA | .... .. ... . |
|   901 | 04C0 (- 0010) .. .... 4B8 | 1D30 (- 0030) .. .... 800 | 1D98 (+ 0038) .. .... 800 | .... .. ... . |
|   902 | ....  ... ..  .. .... 4FE | 1D00 (- 0030) .. .... 7C4 | 1DD0 (+ 0038) .. .... 7BA | .... .. ... . |
|   903 | 04D0 (+ 0010) .. .... 544 | ....  ... ..  .. .... 788 | 1D98 (- 0038) .. .... 774 | .... .. ... . |
|   904 | 04E0 (+ 0010) .. .... 58A | 20B0 (B-4 BB) .. .... 74C | 1D60 (- 0038) .. .... 72E | .... .. ... . |
|   905 | 04F0 (+ 0010) .. .... 5D0 | 20E0 (+ 0030) .. .... 710 | 1D28 (- 0038) .. .... 6E8 | .... .. ... . |
|   906 | 0500 (+ 0010) .. .... 616 | 2110 (+ 0030) .. .... 6D4 | 1CF0 (- 0038) .. .... 72E | .... .. ... . |
|   907 | 04F0 (- 0010) .. .... 65C | 2140 (+ 0030) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   908 | 04E0 (- 0010) .. .... 6A2 | 2110 (- 0030) .. .... 65C | 20A8 (B-4 BB) .. .... 7BA | .... .. ... . |
|   909 | 04D0 (- 0010) .. .... 6E8 | 20E0 (- 0030) .. .... 620 | 20E0 (+ 0038) .. .... 800 | .... .. ... . |
|   910 | 04C0 (- 0010) .. .... 72E | 20B0 (- 0030) .. .... 5E4 | 2118 (+ 0038) .. .... 7BA | .... .. ... . |
|   911 | ....  ... ..  .. .... 774 | 2080 (- 0030) .. .... 620 | 2150 (+ 0038) .. .... 774 | .... .. ... . |
|   912 | 04D0 (+ 0010) .. .... 7BA | 1D00 (A-4 B9) .. .... 65C | 2118 (- 0038) .. .... 72E | .... .. ... . |
|   913 | 04E0 (+ 0010) .. .... 800 | 1D30 (+ 0030) .. .... 698 | 20E0 (- 0038) .. .... 6E8 | .... .. ... . |
|   914 | 04F0 (+ 0010) .. .... 7BA | 1D60 (+ 0030) .. .... 6D4 | 20A8 (- 0038) .. .... 72E | .... .. ... . |
|   915 | 0500 (+ 0010) .. .... 774 | 1D90 (+ 0030) .. .... 710 | 2070 (- 0038) .. .... 774 | .... .. ... . |
|   916 | 04F0 (- 0010) .. .... 72E | 1DC0 (+ 0030) .. .... 74C | 1CF0 (A-4 B9) .. .... 7BA | .... .. ... . |
|   917 | 04E0 (- 0010) .. .... 6E8 | 1D90 (- 0030) .. .... 788 | 1D28 (+ 0038) .. .... 800 | .... .. ... . |
|   918 | 04D0 (- 0010) .. .... 6A2 | 1D60 (- 0030) .. .... 7C4 | 1D60 (+ 0038) .. .... 7BA | .... .. ... . |
|   919 | 04C0 (- 0010) .. .... 65C | 1D30 (- 0030) .. .... 800 | 1D98 (+ 0038) .. .... 774 | .... .. ... . |
|   920 | ....  ... ..  .. .... 616 | 1D00 (- 0030) .. .... 7C4 | 1DD0 (+ 0038) .. .... 72E | .... .. ... . |
|   921 | 04D0 (+ 0010) .. .... 5D0 | ....  ... ..  .. .... 788 | 1D98 (- 0038) .. .... 6E8 | .... .. ... . |
|   922 | 04E0 (+ 0010) .. .... 58A | 1D30 (+ 0030) .. .... 74C | 1D60 (- 0038) .. .... 72E | .... .. ... . |
|   923 | 04F0 (+ 0010) .. .... 544 | 1D60 (+ 0030) .. .... 710 | 1D28 (- 0038) .. .... 774 | .... .. ... . |
|   924 | 0500 (+ 0010) .. .... 4FE | 1D90 (+ 0030) .. .... 6D4 | 1CF0 (- 0038) .. .... 7BA | .... .. ... . |
|   925 | 04F0 (- 0010) .. .... 4B8 | 1DC0 (+ 0030) .. .... 698 | ....  ... ..  .. .... 800 | .... .. ... . |
|   926 | 04E0 (- 0010) .. .... 472 | 1D90 (- 0030) .. .... 65C | 1D28 (+ 0038) .. .... 7BA | .... .. ... . |
|   927 | 04D0 (- 0010) .. .... 42C | 1D60 (- 0030) .. .... 620 | 1D60 (+ 0038) .. .... 774 | .... .. ... . |
|   928 | 04C0 (- 0010) .. .... 3E6 | 15D0 (E-4 B4) .. .... 5E4 | 1D98 (+ 0038) .. .... 72E | .... .. ... . |
|   929 | ....  ... ..  .. .... 3A0 | 15A0 (- 0030) .. .... 620 | 1DD0 (+ 0038) .. .... 6E8 | .... .. ... . |
|   930 | 04D0 (+ 0010) .. .... 35A | ....  ... ..  .. .... 65C | 1D98 (- 0038) .. .... 72E | .... .. ... . |
|   931 | 04E0 (+ 0010) .. .... 314 | 15D0 (+ 0030) .. .... 698 | 1D60 (- 0038) .. .... 774 | .... .. ... . |
|   932 | 04F0 (+ 0010) .. .... 2CE | 1600 (+ 0030) .. .... 6D4 | 15C8 (E-4 B4) .. .... 7BA | .... .. ... . |
|   933 | 0500 (+ 0010) .. .... 314 | 1630 (+ 0030) .. .... 710 | 1590 (- 0038) .. .... 800 | .... .. ... . |
|   934 | 04F0 (- 0010) .. .... 35A | 1660 (+ 0030) .. .... 74C | ....  ... ..  .. .... 7BA | .... .. ... . |
|   935 | 04E0 (- 0010) .. .... 3A0 | 1630 (- 0030) .. .... 788 | 15C8 (+ 0038) .. .... 774 | .... .. ... . |
|   936 | 04D0 (- 0010) .. .... 3E6 | 1890 (F#4 B6) .. .... 7C4 | 1600 (+ 0038) .. .... 72E | .... .. ... . |
|   937 | 04C0 (- 0010) .. .... 42C | 1860 (- 0030) .. .... 800 | 1638 (+ 0038) .. .... 6E8 | .... .. ... . |
|   938 | ....  ... ..  .. .... 472 | 1830 (- 0030) .. .... 7C4 | 1670 (+ 0038) .. .... 72E | .... .. ... . |
|   939 | 04D0 (+ 0010) .. .... 4B8 | ....  ... ..  .. .... 788 | 1638 (- 0038) .. .... 774 | .... .. ... . |
|   940 | 04E0 (+ 0010) .. .... 4FE | 1860 (+ 0030) .. .... 74C | 1890 (F#4 B6) .. .... 7BA | .... .. ... . |
|   941 | 04F0 (+ 0010) .. .... 544 | 1890 (+ 0030) .. .... 710 | 1858 (- 0038) .. .... 800 | .... .. ... . |
|   942 | 0500 (+ 0010) .. .... 58A | 18C0 (+ 0030) .. .... 6D4 | 1820 (- 0038) .. .... 7BA | .... .. ... . |
|   943 | 04F0 (- 0010) .. .... 5D0 | 18F0 (+ 0030) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   944 | 04E0 (- 0010) .. .... 616 | 18C0 (- 0030) .. .... 65C | 1858 (+ 0038) .. .... 72E | .... .. ... . |
|   945 | 04D0 (- 0010) .. .... 65C | 1890 (- 0030) .. .... 620 | 1890 (+ 0038) .. .... 6E8 | .... .. ... . |
|   946 | 04C0 (- 0010) .. .... 6A2 | 1860 (- 0030) .. .... 5E4 | 18C8 (+ 0038) .. .... 72E | .... .. ... . |
|   947 | ....  ... ..  .. .... 6E8 | 1830 (- 0030) .. .... 620 | 1900 (+ 0038) .. .... 774 | .... .. ... . |
|   948 | 04D0 (+ 0010) .. .... 72E | ....  ... ..  .. .... 65C | 18C8 (- 0038) .. .... 7BA | .... .. ... . |
|   949 | 04E0 (+ 0010) .. .... 774 | 1860 (+ 0030) .. .... 698 | 1890 (- 0038) .. .... 800 | .... .. ... . |
|   950 | 04F0 (+ 0010) .. .... 7BA | 1890 (+ 0030) .. .... 6D4 | 1858 (- 0038) .. .... 7BA | .... .. ... . |
|   951 | 0500 (+ 0010) .. .... 800 | 18C0 (+ 0030) .. .... 710 | 1820 (- 0038) .. .... 774 | .... .. ... . |
|   952 | 04F0 (- 0010) .. .... 7BA | 18F0 (+ 0030) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   953 | 04E0 (- 0010) .. .... 774 | 18C0 (- 0030) .. .... 788 | 1858 (+ 0038) .. .... 6E8 | .... .. ... . |
|   954 | 04D0 (- 0010) .. .... 72E | 1890 (- 0030) .. .... 7C4 | 1890 (+ 0038) .. .... 72E | .... .. ... . |
|   955 | 04C0 (- 0010) .. .... 6E8 | 1860 (- 0030) .. .... 800 | 18C8 (+ 0038) .. .... 774 | .... .. ... . |
|   956 | ....  ... ..  .. .... 6A2 | 1830 (- 0030) .. .... 7C4 | 1900 (+ 0038) .. .... 7BA | .... .. ... . |
|   957 | 04D0 (+ 0010) .. .... 65C | ....  ... ..  .. .... 788 | 18C8 (- 0038) .. .... 800 | .... .. ... . |
|   958 | 04E0 (+ 0010) .. .... 616 | 1860 (+ 0030) .. .... 74C | 1890 (- 0038) .. .... 7BA | .... .. ... . |
|   959 | 04F0 (+ 0010) .. .... 5D0 | 1890 (+ 0030) .. .... 710 | 1858 (- 0038) .. .... 774 | .... .. ... . |
|   960 | 0500 (+ 0010) .. .... 58A | 13B0 (D-4 B2) .. .... 6D4 | 1820 (- 0038) .. .... 72E | .... .. ... . |
|   961 | 04F0 (- 0010) .. .... 544 | 13E0 (+ 0030) .. .... 698 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|   962 | 04E0 (- 0010) .. .... 4FE | 13B0 (- 0030) .. .... 65C | 1858 (+ 0038) .. .... 72E | .... .. ... . |
|   963 | 04D0 (- 0010) .. .... 4B8 | 1380 (- 0030) .. .... 620 | 1890 (+ 0038) .. .... 774 | .... .. ... . |
|   964 | 04C0 (- 0010) .. .... 472 | 1350 (- 0030) .. .... 5E4 | 13B8 (D-4 B2) .. .... 7BA | .... .. ... . |
|   965 | ....  ... ..  .. .... 42C | 1320 (- 0030) .. .... 620 | 13F0 (+ 0038) .. .... 800 | .... .. ... . |
|   966 | 04D0 (+ 0010) .. .... 3E6 | ....  ... ..  .. .... 65C | 13B8 (- 0038) .. .... 7BA | .... .. ... . |
|   967 | 04E0 (+ 0010) .. .... 3A0 | 1350 (+ 0030) .. .... 698 | 1380 (- 0038) .. .... 774 | .... .. ... . |
|   968 | 04F0 (+ 0010) .. .... 35A | 1380 (+ 0030) .. .... 6D4 | 1348 (- 0038) .. .... 72E | .... .. ... . |
|   969 | 0500 (+ 0010) .. .... 314 | 13B0 (+ 0030) .. .... 710 | 1310 (- 0038) .. .... 6E8 | .... .. ... . |
|   970 | 04F0 (- 0010) .. .... 2CE | 13E0 (+ 0030) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   971 | 04E0 (- 0010) .. .... 314 | 13B0 (- 0030) .. .... 788 | 1348 (+ 0038) .. .... 774 | .... .. ... . |
|   972 | 04D0 (- 0010) .. .... 35A | 1380 (- 0030) .. .... 7C4 | 1380 (+ 0038) .. .... 7BA | .... .. ... . |
|   973 | 04C0 (- 0010) .. .... 3A0 | 1350 (- 0030) .. .... 800 | 13B8 (+ 0038) .. .... 800 | .... .. ... . |
|   974 | ....  ... ..  .. .... 3E6 | 1320 (- 0030) .. .... 7C4 | 13F0 (+ 0038) .. .... 7BA | .... .. ... . |
|   975 | 04D0 (+ 0010) .. .... 42C | ....  ... ..  .. .... 788 | 13B8 (- 0038) .. .... 774 | .... .. ... . |
|   976 | 04E0 (+ 0010) .. .... 472 | 1350 (+ 0030) .. .... 74C | 1380 (- 0038) .. .... 72E | .... .. ... . |
|   977 | 04F0 (+ 0010) .. .... 4B8 | 1380 (+ 0030) .. .... 710 | 1348 (- 0038) .. .... 6E8 | .... .. ... . |
|   978 | 0500 (+ 0010) .. .... 4FE | 13B0 (+ 0030) .. .... 6D4 | 1310 (- 0038) .. .... 72E | .... .. ... . |
|   979 | 04F0 (- 0010) .. .... 544 | 13E0 (+ 0030) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   980 | 04E0 (- 0010) .. .... 58A | 13B0 (- 0030) .. .... 65C | 1348 (+ 0038) .. .... 7BA | .... .. ... . |
|   981 | 04D0 (- 0010) .. .... 5D0 | 1380 (- 0030) .. .... 620 | 1380 (+ 0038) .. .... 800 | .... .. ... . |
|   982 | 04C0 (- 0010) .. .... 616 | 1350 (- 0030) .. .... 5E4 | 13B8 (+ 0038) .. .... 7BA | .... .. ... . |
|   983 | ....  ... ..  .. .... 65C | 1320 (- 0030) .. .... 620 | 13F0 (+ 0038) .. .... 774 | .... .. ... . |
|   984 | 04D0 (+ 0010) .. .... 6A2 | 15A0 (E-4 B4) .. .... 65C | 13B8 (- 0038) .. .... 72E | .... .. ... . |
|   985 | 04E0 (+ 0010) .. .... 6E8 | 15D0 (+ 0030) .. .... 698 | 1380 (- 0038) .. .... 6E8 | .... .. ... . |
|   986 | 04F0 (+ 0010) .. .... 72E | 1600 (+ 0030) .. .... 6D4 | 1348 (- 0038) .. .... 72E | .... .. ... . |
|   987 | 0500 (+ 0010) .. .... 774 | 1630 (+ 0030) .. .... 710 | 1310 (- 0038) .. .... 774 | .... .. ... . |
|   988 | 04F0 (- 0010) .. .... 7BA | 1660 (+ 0030) .. .... 74C | 1590 (E-4 B4) .. .... 7BA | .... .. ... . |
|   989 | 04E0 (- 0010) .. .... 800 | 1630 (- 0030) .. .... 788 | 15C8 (+ 0038) .. .... 800 | .... .. ... . |
|   990 | 04D0 (- 0010) .. .... 7BA | 1600 (- 0030) .. .... 7C4 | 1600 (+ 0038) .. .... 7BA | .... .. ... . |
|   991 | 04C0 (- 0010) .. .... 774 | 15D0 (- 0030) .. .... 800 | 1638 (+ 0038) .. .... 774 | .... .. ... . |
|   992 | ....  ... ..  .. .... 72E | 15A0 (- 0030) .. .... 7C4 | 1670 (+ 0038) .. .... 72E | .... .. ... . |
|   993 | 04D0 (+ 0010) .. .... 6E8 | ....  ... ..  .. .... 788 | 1638 (- 0038) .. .... 6E8 | .... .. ... . |
|   994 | 04E0 (+ 0010) .. .... 6A2 | 15D0 (+ 0030) .. .... 74C | 1600 (- 0038) .. .... 72E | .... .. ... . |
|   995 | 04F0 (+ 0010) .. .... 65C | 1600 (+ 0030) .. .... 710 | 15C8 (- 0038) .. .... 774 | .... .. ... . |
|   996 | 0500 (+ 0010) .. .... 616 | 1630 (+ 0030) .. .... 6D4 | 1590 (- 0038) .. .... 7BA | .... .. ... . |
|   997 | 04F0 (- 0010) .. .... 5D0 | 1660 (+ 0030) .. .... 698 | ....  ... ..  .. .... 800 | .... .. ... . |
|   998 | 04E0 (- 0010) .. .... 58A | 1630 (- 0030) .. .... 65C | 15C8 (+ 0038) .. .... 7BA | .... .. ... . |
|   999 | 04D0 (- 0010) .. .... 544 | 1600 (- 0030) .. .... 620 | 1600 (+ 0038) .. .... 774 | .... .. ... . |
|  1000 | 04C0 (- 0010) .. .... 4FE | 15D0 (- 0030) .. .... 5E4 | 1638 (+ 0038) .. .... 72E | .... .. ... . |
|  1001 | ....  ... ..  .. .... 4B8 | 15A0 (- 0030) .. .... 620 | 1670 (+ 0038) .. .... 6E8 | .... .. ... . |
|  1002 | 04D0 (+ 0010) .. .... 472 | ....  ... ..  .. .... 65C | 1638 (- 0038) .. .... 72E | .... .. ... . |
|  1003 | 04E0 (+ 0010) .. .... 42C | 15D0 (+ 0030) .. .... 698 | 1600 (- 0038) .. .... 774 | .... .. ... . |
|  1004 | 04F0 (+ 0010) .. .... 3E6 | 1600 (+ 0030) .. .... 6D4 | 15C8 (- 0038) .. .... 7BA | .... .. ... . |
|  1005 | 0500 (+ 0010) .. .... 3A0 | 1630 (+ 0030) .. .... 710 | 1590 (- 0038) .. .... 800 | .... .. ... . |
|  1006 | 04F0 (- 0010) .. .... 35A | 1660 (+ 0030) .. .... 74C | ....  ... ..  .. .... 7BA | .... .. ... . |
|  1007 | 04E0 (- 0010) .. .... 314 | 1630 (- 0030) .. .... 788 | 15C8 (+ 0038) .. .... 774 | .... .. ... . |
|  1008 | 04D0 (- 0010) .. .... 2CE | 1600 (- 0030) .. .... 7C4 | 1600 (+ 0038) .. .... 72E | .... .. ... . |
|  1009 | 04C0 (- 0010) .. .... 314 | 15D0 (- 0030) .. .... 800 | 1638 (+ 0038) .. .... 6E8 | .... .. ... . |
|  1010 | ....  ... ..  .. .... 35A | 15A0 (- 0030) .. .... 7C4 | 1670 (+ 0038) .. .... 72E | .... .. ... . |
|  1011 | 04D0 (+ 0010) .. .... 3A0 | ....  ... ..  .. .... 788 | 1638 (- 0038) .. .... 774 | .... .. ... . |
|  1012 | 04E0 (+ 0010) .. .... 3E6 | 15D0 (+ 0030) .. .... 74C | 1600 (- 0038) .. .... 7BA | .... .. ... . |
|  1013 | 04F0 (+ 0010) .. .... 42C | 1600 (+ 0030) .. .... 710 | 15C8 (- 0038) .. .... 800 | .... .. ... . |
|  1014 | 0500 (+ 0010) .. .... 472 | 1630 (+ 0030) .. .... 6D4 | 1590 (- 0038) .. .... 7BA | .... .. ... . |
|  1015 | 04F0 (- 0010) .. .... 4B8 | 1660 (+ 0030) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|  1016 | 04E0 (- 0010) .. .... 4FE | 1630 (- 0030) .. .... 65C | 15C8 (+ 0038) .. .... 72E | .... .. ... . |
|  1017 | 04D0 (- 0010) .. .... 544 | 1600 (- 0030) .. .... 620 | 1600 (+ 0038) .. .... 6E8 | .... .. ... . |
|  1018 | 04C0 (- 0010) .. .... 58A | 15D0 (- 0030) .. .... 5E4 | 1638 (+ 0038) .. .... 72E | .... .. ... . |
|  1019 | ....  ... ..  .. .... 5D0 | 15A0 (- 0030) .. .... 620 | 1670 (+ 0038) .. .... 774 | .... .. ... . |
|  1020 | 04D0 (+ 0010) .. .... 616 | ....  ... ..  .. .... 65C | 1638 (- 0038) .. .... 7BA | .... .. ... . |
|  1021 | 04E0 (+ 0010) .. .... 65C | 15D0 (+ 0030) .. .... 698 | 1600 (- 0038) .. .... 800 | .... .. ... . |
|  1022 | 04F0 (+ 0010) .. .... 6A2 | 1600 (+ 0030) .. .... 6D4 | 15C8 (- 0038) .. .... 7BA | .... .. ... . |
|  1023 | 0500 (+ 0010) .. .... 6E8 | 1630 (+ 0030) .. .... 710 | 1590 (- 0038) .. .... 774 | .... .. ... . |
|  1024 | 04F0 (- 0010) .. .... 72E | 1660 (+ 0030) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|  1025 | 04E0 (- 0010) .. .... 774 | 1630 (- 0030) .. .... 788 | 15C8 (+ 0038) .. .... 6E8 | .... .. ... . |
|  1026 | 04D0 (- 0010) .. .... 7BA | 1600 (- 0030) .. .... 7C4 | 1600 (+ 0038) .. .... 72E | .... .. ... . |
|  1027 | 04C0 (- 0010) .. .... 800 | 15D0 (- 0030) .. .... 800 | 1638 (+ 0038) .. .... 774 | .... .. ... . |
|  1028 | ....  ... ..  .. .... 7BA | 15A0 (- 0030) .. .... 7C4 | 1670 (+ 0038) .. .... 7BA | .... .. ... . |
|  1029 | 04D0 (+ 0010) .. .... 774 | ....  ... ..  .. .... 788 | 1638 (- 0038) .. .... 800 | .... .. ... . |
|  1030 | 04E0 (+ 0010) .. .... 72E | 15D0 (+ 0030) .. .... 74C | 1600 (- 0038) .. .... 7BA | .... .. ... . |
|  1031 | 04F0 (+ 0010) .. .... 6E8 | 1600 (+ 0030) .. .... 710 | 15C8 (- 0038) .. .... 774 | .... .. ... . |
|  1032 | 0500 (+ 0010) .. .... 6A2 | 22D8 (C-5 BC) .. .... 6D4 | 1590 (- 0038) .. .... 72E | .... .. ... . |
|  1033 | 04F0 (- 0010) .. .... 65C | 22F0 (+ 0018) .. .... 698 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|  1034 | 04E0 (- 0010) .. .... 616 | 22D8 (- 0018) .. .... 65C | 15C8 (+ 0038) .. .... 72E | .... .. ... . |
|  1035 | 04D0 (- 0010) .. .... 5D0 | 22C0 (- 0018) .. .... 620 | 1600 (+ 0038) .. .... 774 | .... .. ... . |
|  1036 | 04C0 (- 0010) .. .... 58A | 22A8 (- 0018) .. .... 5E4 | 22DC (C-5 BC) .. .... 7BA | .... .. ... . |
|  1037 | ....  ... ..  .. .... 544 | 2290 (- 0018) .. .... 620 | 22F8 (+ 001C) .. .... 800 | .... .. ... . |
|  1038 | 04D0 (+ 0010) .. .... 4FE | ....  ... ..  .. .... 65C | 22DC (- 001C) .. .... 7BA | .... .. ... . |
|  1039 | 04E0 (+ 0010) .. .... 4B8 | 22A8 (+ 0018) .. .... 698 | 22C0 (- 001C) .. .... 774 | .... .. ... . |
|  1040 | 04F0 (+ 0010) .. .... 472 | 22C0 (+ 0018) .. .... 6D4 | 22A4 (- 001C) .. .... 72E | .... .. ... . |
|  1041 | 0500 (+ 0010) .. .... 42C | 22D8 (+ 0018) .. .... 710 | 2288 (- 001C) .. .... 6E8 | .... .. ... . |
